Ser No.,C,Al,Cu,Fe,Mn,Ni,Ti,V,Cr,Mo,Nb,Zr,Liquidus,Term. Temp,Solidifcation Range,Tot Vol Frac BCC,Tot Vol Frac FCC,Tot Vol Frac BCC+FCC,Tot Vol Frac Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1061,0.160929315,0,4.35,49.92256043,10.33367396,16.45655038,4.65,0,14.12628592,0,0,0,1292.94,947.15,345.79,0,0.933869233,0.933869233,0.066130767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1062,0.183919218,0,2.9,56.34006906,7.224198814,14.10748615,3.1,0,16.14432676,0,0,0,1343.53,1003.1,340.43,0,0.954942357,0.954942357,0.045057643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1063,0.20690912,0,1.45,62.75757769,4.114723666,11.75842191,1.55,0,18.16236761,0,0,0,1393.89,1075.81,318.08,0.012438011,0.966173441,0.978611452,0.021388548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1064,0,0,0,7.146621045,0,18.13290863,40.29912228,0,0,20.10210594,14.31924211,0,1990.92,926.03,1064.89,0.969420703,0,0.969420703,0.030579297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1065,0,1.019533165,0,6.431958941,0,16.31961776,44.88967212,0.360004762,0,18.09189535,12.8873179,0,2007.83,938.58,1069.25,0.928089513,0,0.928089513,0.071910487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1066,0,2.039066331,0,5.717296836,0,14.5063269,49.48022197,0.720009524,0,16.08168475,11.45539369,0,2016.87,941.63,1075.24,0.886612936,0,0.886612936,0.113387064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1067,0,3.058599496,0,5.002634732,0,12.69303604,54.07077181,1.080014286,0,14.07147416,10.02346948,0,2016.25,946.23,1070.02,0.857345505,0,0.857345505,0.142654495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1068,0,4.078132662,0,4.287972627,0,10.87974518,58.66132166,1.440019047,0,12.06126356,8.591545267,0,2004.17,950.39,1053.78,0.861601524,0,0.861601524,0.138398476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1069,0,5.097665827,0,3.573310523,0,9.066454314,63.2518715,1.800023809,0,10.05105297,7.159621056,0,1978.51,956.08,1022.43,0.89043744,0,0.89043744,0.10956256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1070,0,6.117198992,0,2.858648418,0,7.253163451,67.84242135,2.160028571,0,8.040842376,5.727696844,0,1936.66,961.89,974.77,0.920069245,0,0.920069245,0.079930755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1071,0,7.136732158,0,2.143986314,0,5.439872588,72.43297119,2.520033333,0,6.030631782,4.295772633,0,1875.66,967.09,908.57,0.946619409,0,0.946619409,0.053380591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1072,0,8.156265323,0,1.429324209,0,3.626581725,77.02352104,2.880038095,0,4.020421188,2.863848422,0,1794.6,976.74,817.86,0.967957077,0,0.967957077,0.032042923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1073,0,9.175798489,0,0.714662105,0,1.813290863,81.61407088,3.240042857,0,2.010210594,1.431924211,0,1712.18,1000.3,711.88,0.984216826,0,0.984216826,0.015783174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1074,0,0,0,2.616979228,0,1.244996891,42.74412163,0,0,26.65215806,26.74174418,0,2400.97,1023.02,1377.95,0.531335958,0,0.531335958,0.468664042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1075,0,1.019533165,0,2.355281306,0,1.120497202,47.09017154,0.360004762,0,23.98694226,24.06756977,0,2400.97,1006.93,1394.04,0.70296696,0,0.70296696,0.29703304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1076,0,2.039066331,0,2.093583383,0,0.995997513,51.43622145,0.720009524,0,21.32172645,21.39339535,0,2400.97,999.35,1401.62,0.966433673,0,0.966433673,0.033566327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1077,0,3.058599496,0,1.83188546,0,0.871497824,55.78227136,1.080014286,0,18.65651064,18.71922093,0,2357.73,997.33,1360.4,0.977893064,0,0.977893064,0.022106936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078,0,4.078132662,0,1.570187537,0,0.746998134,60.12832127,1.440019047,0,15.99129484,16.04504651,0,2304.56,999.15,1305.41,0.981818208,0,0.981818208,0.018181792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1079,0,5.097665827,0,1.308489614,0,0.622498445,64.47437118,1.800023809,0,13.32607903,13.37087209,0,2240.07,1003.63,1236.44,0.985566113,0,0.985566113,0.014433887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1080,0,6.117198992,0,1.046791691,0,0.497998756,68.82042109,2.160028571,0,10.66086323,10.69669767,0,2161.44,1009.58,1151.86,0.988660436,0,0.988660436,0.011339564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1081,0,7.136732158,0,0.785093769,0,0.373499067,73.166471,2.520033333,0,7.995647419,8.022523255,0,2063.9,1075.81,988.09,0.990027276,0,0.990027276,0.009972724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1082,0,8.156265323,0,0.523395846,0,0.248999378,77.51252091,2.880038095,0,5.330431613,5.348348837,0,1940.09,1251.99,688.1,0.99001353,0,0.99001353,0.00998647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1083,0,9.175798489,0,0.261697923,0,0.124499689,81.85857082,3.240042857,0,2.665215806,2.674174418,0,1788.19,1469.1,319.09,0.990020009,0,0.990020009,0.009979991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1084,0,0,28.64785748,9.027244786,0,22.42738089,23.40403781,16.49347902,0,0,0,0,1139.83,887.92,251.91,0.254190813,0.071930142,0.326120955,0.673879045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1085,0,1.019533165,25.78307174,8.124520308,0,20.1846428,29.6840961,15.20413588,0,0,0,0,1107.64,837.41,270.23,0.580999118,0.095111149,0.676110267,0.323889733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1086,0,2.039066331,22.91828599,7.221795829,0,17.94190471,35.9641544,13.91479274,0,0,0,0,1125.91,764.72,361.19,0.774410821,0.084977279,0.859388099,0.140611901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1087,0,3.058599496,20.05350024,6.31907135,0,15.69916662,42.24421269,12.6254496,0,0,0,0,1125.62,755.49,370.13,0.790929183,0.003389223,0.794318407,0.205681593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1088,0,4.078132662,17.18871449,5.416346872,0,13.45642853,48.52427098,11.33610646,0,0,0,0,1100.86,914.31,186.55,0.838326337,0,0.838326337,0.161673663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1089,0,5.097665827,14.32392874,4.513622393,0,11.21369045,54.80432927,10.04676332,0,0,0,0,1102.76,908.32,194.44,0.897810023,0,0.897810023,0.102189977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1090,0,6.117198992,11.45914299,3.610897915,0,8.970952356,61.08438756,8.757420181,0,0,0,0,1135.26,901.62,233.64,0.652914331,0,0.652914331,0.347085669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1091,0,7.136732158,8.594357245,2.708173436,0,6.728214267,67.36444585,7.468077041,0,0,0,0,1366.28,901.07,465.21,0.963780879,0,0.963780879,0.036219121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1092,0,8.156265323,5.729571497,1.805448957,0,4.485476178,73.64450414,6.1787339,0,0,0,0,1486.65,904.75,581.9,0.982401107,0,0.982401107,0.017598893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1093,0,9.175798489,2.864785748,0.902724479,0,2.242738089,79.92456244,4.889390759,0,0,0,0,1592.06,1000.93,591.13,0.990052666,0,0.990052666,0.009947334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1094,0,0,0,15.4326932,0,7.906684278,41.54968263,0,0,17.27159458,17.83934531,0,2018.63,962.32,1056.31,0.98574766,0,0.98574766,0.01425234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1095,0,1.019533165,0,13.88942388,0,7.11601585,46.01517644,0.360004762,0,15.54443512,16.05541078,0,2029.17,962.06,1067.11,0.971177012,0,0.971177012,0.028822988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1096,0,2.039066331,0,12.34615456,0,6.325347422,50.48067025,0.720009524,0,13.81727566,14.27147625,0,2031.55,965.75,1065.8,0.956465742,0,0.956465742,0.043534258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1097,0,3.058599496,0,10.80288524,0,5.534678995,54.94616406,1.080014286,0,12.0901162,12.48754172,0,2024.55,967.41,1057.14,0.94674381,0,0.94674381,0.05325619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1098,0,4.078132662,0,9.259615923,0,4.744010567,59.41165787,1.440019047,0,10.36295675,10.70360719,0,2006.92,967.87,1039.05,0.945677579,0,0.945677579,0.054322421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1099,0,5.097665827,0,7.716346602,0,3.953342139,63.87715168,1.800023809,0,8.635797288,8.919672655,0,1977.06,968.26,1008.8,0.951398414,0,0.951398414,0.048601586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1100,0,6.117198992,0,6.173077282,0,3.162673711,68.34264549,2.160028571,0,6.90863783,7.135738124,0,1932.89,969.61,963.28,0.961304054,0,0.961304054,0.038695946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1101,0,7.136732158,0,4.629807961,0,2.372005283,72.8081393,2.520033333,0,5.181478373,5.351803593,0,1871.94,973.65,898.29,0.97252317,0,0.97252317,0.02747683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1102,0,8.156265323,0,3.086538641,0,1.581336856,77.27363311,2.880038095,0,3.454318915,3.567869062,0,1793.43,982.47,810.96,0.982881426,0,0.982881426,0.017118574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1103,0,9.175798489,0,1.54326932,0,0.790668428,81.73912692,3.240042857,0,1.727159458,1.783934531,0,1714.36,1008.23,706.13,0.990043595,0,0.990043595,0.009956405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1104,0,0,3,0.73,12.3,13.87,22.5,0,0,28,19.6,0,2079.55,803.19,1276.36,0.783977507,0.177993371,0.961970879,0.038029121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1105,0.022989902,0,2.7,7.574508633,11.17052485,13.42393577,20.25,0,2.018040845,25.2,17.64,0,1931.28,798.86,1132.42,0.693679617,0.162896837,0.856576454,0.143423546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1106,0.045979804,0,2.4,14.41901727,10.0410497,12.97787154,18,0,4.03608169,22.4,15.68,0,1790.74,823.92,966.82,0.557284632,0.152153921,0.709438553,0.290561447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1107,0.068969707,0,2.1,21.2635259,8.911574555,12.5318073,15.75,0,6.054122535,19.6,13.72,0,1657.81,828.78,829.03,0.367219006,0.188443771,0.555662776,0.444337224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1108,0.091959609,0,1.8,28.10803453,7.782099407,12.08574307,13.5,0,8.072163381,16.8,11.76,0,1529.79,846.83,682.96,0.239882154,0.192879446,0.4327616,0.5672384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1109,0.114949511,0,1.5,34.95254316,6.652624259,11.63967884,11.25,0,10.09020423,14,9.8,0,1402.49,860.66,541.83,0.112619875,0.21161935,0.324239225,0.675760775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1110,0.137939413,0,1.2,41.7970518,5.52314911,11.19361461,9,0,12.10824507,11.2,7.84,0,1388.26,865.68,522.58,5.19503E-05,0.261487703,0.261539653,0.738460347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1111,0.160929315,0,0.9,48.64156043,4.393673962,10.74755038,6.75,0,14.12628592,8.4,5.88,0,1361.79,956.03,405.76,0.319537022,0.262583777,0.582120799,0.417879201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112,0.183919218,0,0.6,55.48606906,3.264198814,10.30148615,4.5,0,16.14432676,5.6,3.92,0,1295.91,1023.17,272.74,0.510839413,0.284905002,0.795744414,0.204255586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1113,0.20690912,0,0.3,62.33057769,2.134723666,9.855421914,2.25,0,18.16236761,2.8,1.96,0,1372.16,1135.06,237.1,0.61703617,0.312146031,0.929182202,0.070817798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1114,0,0,5.03,0,20.61,22.57,17.6,0,0,20.11,14.08,0,1838.28,803.42,1034.86,0.49471101,0.497837112,0.992548122,0.007451878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1115,0,1.019533165,4.527,0,18.549,20.313,24.46046207,0.360004762,0,18.099,12.672,0,1849.14,800.32,1048.82,0.712412357,0.248520947,0.960933304,0.039066696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1116,0,2.039066331,4.024,0,16.488,18.056,31.32092415,0.720009524,0,16.088,11.264,0,1865.98,795.22,1070.76,0.79968163,0.084815656,0.884497286,0.115502714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1117,0,3.058599496,3.521,0,14.427,15.799,38.18138622,1.080014286,0,14.077,9.856,0,1879.23,804.68,1074.55,0.82231168,0.015027669,0.837339349,0.162660651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1118,0,4.078132662,3.018,0,12.366,13.542,45.04184829,1.440019047,0,12.066,8.448,0,1883.28,750.11,1133.17,0.845592056,0,0.845592056,0.154407944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1119,0,5.097665827,2.515,0,10.305,11.285,51.90231036,1.800023809,0,10.055,7.04,0,1875.16,749.9,1125.26,0.9048991,0,0.9048991,0.0951009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1120,0,6.117198992,2.012,0,8.244,9.028,58.76277244,2.160028571,0,8.044,5.632,0,1852.29,750.06,1102.23,0.940170142,0,0.940170142,0.059829858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1121,0,7.136732158,1.509,0,6.183,6.771,65.62323451,2.520033333,0,6.033,4.224,0,1811.53,748.99,1062.54,0.965841119,0,0.965841119,0.034158881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1122,0,8.156265323,1.006,0,4.122,4.514,72.48369658,2.880038095,0,4.022,2.816,0,1751.1,750.68,1000.42,0.978354879,0,0.978354879,0.021645121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1123,0,9.175798489,0.503,0,2.061,2.257,79.34415865,3.240042857,0,2.011,1.408,0,1689.02,824.09,864.93,0.988360566,0,0.988360566,0.011639434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1124,0,0,7.03,0,28.81,31.14,12.55,0,0,12.04,8.43,0,1549.8,805.94,743.86,0.18447345,0.810656789,0.995130239,0.004869761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1125,0.022989902,0,6.327,6.917508633,26.02952485,28.96693577,11.295,0,2.018040845,10.836,7.587,0,1438.36,798.3,640.06,0.14796354,0.759139372,0.907102913,0.092897087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1126,0.045979804,0,5.624,13.83501727,23.2490497,26.79387154,10.04,0,4.03608169,9.632,6.744,0,1334.63,837.6,497.03,0.102737318,0.716355074,0.819092391,0.180907609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1127,0.068969707,0,4.921,20.7525259,20.46857456,24.6208073,8.785,0,6.054122535,8.428,5.901,0,1235.72,845.88,389.84,0.035887584,0.689658439,0.725546023,0.274453977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1128,0.091959609,0,4.218,27.66403453,17.68809941,22.45374307,7.53,0,8.072163381,7.224,5.058,0,1223.04,864.2,358.84,0.001864805,0.698402271,0.700267076,0.299732924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1129,0.114949511,0,3.515,34.58254316,14.90762426,20.27967884,6.275,0,10.09020423,6.02,4.215,0,1226.16,860.97,365.19,0.000257355,0.740465521,0.740722876,0.259277124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1130,0.137939413,0,2.812,41.5010518,12.12714911,18.10561461,5.02,0,12.10824507,4.816,3.372,0,1209.66,868.42,341.24,0,0.792700983,0.792700983,0.207299017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1131,0.160929315,0,2.109,48.41956043,9.346673962,15.93155038,3.765,0,14.12628592,3.612,2.529,0,1255.66,927.04,328.62,0,0.859743306,0.859743306,0.140256694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1132,0.183919218,0,1.406,55.33806906,6.566198814,13.75748615,2.51,0,16.14432676,2.408,1.686,0,1317.95,1013.13,304.82,0.012713271,0.907286166,0.919999437,0.080000563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1133,0.20690912,0,0.703,62.25657769,3.785723666,11.58342191,1.255,0,18.16236761,1.204,0.843,0,1380.68,1136.56,244.12,0.127057844,0.842462623,0.969520467,0.030479533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1134,0,0,28.64785748,9.027244786,0,22.42738089,23.40403781,16.49347902,0,0,0,0,1139.83,887.92,251.91,0.254190813,0.071930142,0.326120955,0.673879045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1135,0,1.019533165,25.78307174,8.124520308,0,20.1846428,29.6840961,15.20413588,0,0,0,0,1107.64,837.41,270.23,0.580999118,0.095111149,0.676110267,0.323889733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1136,0,2.039066331,22.91828599,7.221795829,0,17.94190471,35.9641544,13.91479274,0,0,0,0,1125.91,764.72,361.19,0.774410821,0.084977279,0.859388099,0.140611901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1137,0,3.058599496,20.05350024,6.31907135,0,15.69916662,42.24421269,12.6254496,0,0,0,0,1125.62,755.49,370.13,0.790929183,0.003389223,0.794318407,0.205681593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1138,0,4.078132662,17.18871449,5.416346872,0,13.45642853,48.52427098,11.33610646,0,0,0,0,1100.86,914.31,186.55,0.838326337,0,0.838326337,0.161673663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1139,0,5.097665827,14.32392874,4.513622393,0,11.21369045,54.80432927,10.04676332,0,0,0,0,1102.76,908.32,194.44,0.897810023,0,0.897810023,0.102189977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1140,0,6.117198992,11.45914299,3.610897915,0,8.970952356,61.08438756,8.757420181,0,0,0,0,1135.26,901.62,233.64,0.652914331,0,0.652914331,0.347085669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1141,0,7.136732158,8.594357245,2.708173436,0,6.728214267,67.36444585,7.468077041,0,0,0,0,1366.28,901.07,465.21,0.963780879,0,0.963780879,0.036219121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1142,0,8.156265323,5.729571497,1.805448957,0,4.485476178,73.64450414,6.1787339,0,0,0,0,1486.65,904.75,581.9,0.982401107,0,0.982401107,0.017598893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1143,0,9.175798489,2.864785748,0.902724479,0,2.242738089,79.92456244,4.889390759,0,0,0,0,1592.06,1000.93,591.13,0.990052666,0,0.990052666,0.009947334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1144,0,0,0,8.951024206,0,2.433339321,40.27972914,0,0,26.04574546,22.29016188,0,2308.02,1033.36,1274.66,0.988855975,0,0.988855975,0.011144025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1145,0.022989902,0,0,14.97343042,0.100524852,3.130941158,36.25175623,0,2.018040845,23.44117091,20.06114569,0,2136.39,1014.4,1121.99,0.899332531,0.00054249,0.899875021,0.100124979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1146,0.045979804,0,0,20.99583663,0.201049703,3.828542994,32.22378331,0,4.03608169,20.83659636,17.8321295,0,1962.98,1003.47,959.51,0.765099028,0.001131488,0.766230516,0.233769484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1147,0.068969707,0,0,27.01824284,0.301574555,4.52614483,28.1958104,0,6.054122535,18.23202182,15.60311332,0,1792.13,999.37,792.76,0.61312123,0.001722045,0.614843275,0.385156725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1148,0.091959609,0,0,33.04064905,0.402099407,5.223746666,24.16783748,0,8.072163381,15.62744727,13.37409713,0,1628.37,1158.57,469.8,0.429767776,0.002265818,0.432033594,0.567966406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1149,0.114949511,0,0,39.06305527,0.502624259,5.921348502,20.13986457,0,10.09020423,13.02287273,11.14508094,0,1473.18,1130.35,342.83,0.23343366,0.002754044,0.236187704,0.763812296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1150,0.137939413,0,0,45.08546148,0.60314911,6.618950338,16.11189166,0,12.10824507,10.41829818,8.916064751,0,1492.46,1100.1,392.36,0.222147267,0.014111152,0.236258419,0.763741581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1151,0.160929315,0,0,51.10786769,0.703673962,7.316552174,12.08391874,0,14.12628592,7.813723637,6.687048564,0,1468.64,1120.18,348.46,0.388302592,0.030501227,0.418803819,0.581196181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1152,0.183919218,0,0,57.1302739,0.804198814,8.01415401,8.055945828,0,16.14432676,5.209149091,4.458032376,0,1388.89,1142.46,246.43,0.602130809,0.062680664,0.664811473,0.335188527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1153,0.20690912,0,0,63.15268012,0.904723666,8.711755846,4.027972914,0,18.16236761,2.604574546,2.229016188,0,1357.07,1163.51,193.56,0.763402783,0.127073236,0.890476019,0.109523981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1154,0,0,6,0.46,24.6,26.74,15,0,0,16,11.2,0,1699.05,804.74,894.31,0.328106017,0.666540251,0.994646268,0.005353732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1155,0.022989902,0,5.4,7.331508633,22.24052485,25.00693577,13.5,0,2.018040845,14.4,10.08,0,1577.48,821.04,756.44,0.252096344,0.620184158,0.872280502,0.127719498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
